Id,Date,User,Tweet
143,2021-09-09 00:10:32+00:00,JustMe80041125,"Paolo Contis e sumasabay pa sa pag ""I am sorry ni #DutertePalpak at dahil DDS ka,walang sorry-sorry sa akin.mga gagawa kayo ng kasalanan tas lakas ninyong makahingi ng pasensya. sarado na pacencia biscuit. d na uubra!"
144,2021-09-08 23:52:53+00:00,BuddyDennisd,#DutertePalpak
145,2021-09-08 23:42:40+00:00,MarvVitto,i am so happy not to have voted for this fool  #DutertePalpak
146,2021-09-08 23:42:07+00:00,JewelsHRH,"Pagod na pagod na akong bumatikos sa palpak na gobyerno. Kayo, hindi pa ba? #DutertePalpak"
147,2021-09-08 23:41:32+00:00,marcoalfonsooo,"Kung today, Sept 9, 2021 ang #Halalan2022 for PRESIDENT Sino ang iboboto mo? 
#DutertePalpak"
148,2021-09-08 23:31:28+00:00,Babimayer1,Tanga na lang talaga mga DDS #DutertePalpak
149,2021-09-08 23:27:39+00:00,PilipinoEksakto,#DutertePalpak daming naniwala at naloko nito at tinawag pang silang mga istupido... how low can you go para patuloy kang maniwala...
150,2021-09-08 23:21:47+00:00,JustMe80041125,"#DutertePalpak talaga nmn! kung ang lahat ay nakukuha sa ""I am sorry. style ni Gloria Arroyo yan.mga manloloko kayo!"
151,2021-09-08 23:14:22+00:00,aaaaarxx,"Palaging pinapangako na magre-resign pero hanggang ngayon nasa pwesto pa rin 🤷🏻‍♀️ 
#DutertePalpak
#Halalan2022
#RegisterToVote"
152,2021-09-08 22:56:32+00:00,knrequilman,"Can we still be patient till 2022?

 #DutertePalpak"
153,2021-09-08 22:55:35+00:00,knrequilman,"I stoped listening to his public address when he is not into medically stoping this pandemic. He just criticize oppositions and defend himself from criticism on their efforts, which have no concrete plans and ineffective on the pandemic. 

#DutertePalpak"
154,2021-09-08 22:46:55+00:00,nicomontinola,"WHO and many countries warn that face shields are ineffective against Covid so we are wasting money on them but the Duterte regime insists on buying them. They should also be held accountable for this aside from the over-pricing and Pharmally racket.
#DuterteCorrupt"
155,2021-09-08 22:45:06+00:00,knrequilman,"No other words just
 #DutertePalpak"
156,2021-09-08 22:29:22+00:00,SupporterTrendz,Kasuka talaga mga  DDS!mga inutil!😂#DutertePalpak
157,2021-09-08 22:21:06+00:00,inhinrollyyyy,"Hi guys!!

Friendly reminder.

Wag na wag na wag po tayong magpapakampante dahil hindi po lahat ng nirerelease ng LGU ay may 'Negative' RT-PCR Swab Test Result.

#DutertePalpak #DuterteResign #OustDu𓆉 #OustDuterteNow #RegisterToVote #VoteWisely2022"
158,2021-09-08 21:48:17+00:00,Crisantobaisa2,"Paawa epek na naman.Dimonyo ka, resign ka na lang maawa ka sa bayan #DutertePalpak"
159,2021-09-08 19:05:38+00:00,make_sensei,"#DutertePalpak
#PilipinasWinasak
#DuqueWarak
#FerrariTumpak
#NakawLimpaklimpak

#EndDuterte"
160,2021-09-08 18:08:25+00:00,chengveniles,"If we have strong opinions about LJ &amp; Paolo’s love problems, we should have STRONGER opinions about our country’s problems.

We are in deep deep shit &amp; Paolo has his Lolit 

We only have each other.

Your first love should be 🇵🇭✊🏼
 
#RegisterToVote
#Tumindig
#DutertePalpak"
161,2021-09-08 17:35:34+00:00,marcoismyfriend,"Congratulations Alex Eala for entering the  US Open Juniors Quarterfinals! 🇵🇭

#UsOpen #DutertePalpak"
162,2021-09-08 16:35:54+00:00,PackandCarryAll,"3146 tweets #DutertePalpak ,
Wala nang gusto sumali para madagdagan naman ang numero? 

Kung ito lang kayo ano na sa 2022. Wawa naman ang mga WOKES, DILAWAN, BEBEBOYS and BebeGirls...

😂😅🤣"
163,2021-09-08 16:30:13+00:00,sunaerinni,goodnight pi &lt;3 #DutertePalpak
164,2021-09-08 16:24:20+00:00,erythromaecin,#DutertePalpak tama
165,2021-09-08 16:21:11+00:00,erinniconi,goodnight everyone &lt;3 #DutertePalpak
166,2021-09-08 16:13:54+00:00,CTanueco,"Can we do the people power revolution here in social media? Ilang buwan pa ba tayo magtitiis sa current administration bago mag eleksyon? 

Really, kawawa ka Juan Dela Cruz.  #DutertePalpak"
167,2021-09-08 16:02:45+00:00,ialman,"If I had a peso for every time the President said “I will resign if…”, I’d have a lot of pesos. Maybe enough to buy a frozen treat. But then again I’d also have a lot of broken commitments. And I can’t have that. #DutertePalpak #DuterteInutil #DuterteResign"
168,2021-09-08 16:01:03+00:00,voreekath,"sana may mag magandang loob na bumaril na sa'yo🤞❤️🕊️

 #DutertePalpak"
169,2021-09-08 15:58:48+00:00,mejogalit,WALANG STRATEGY #DutertePalpak
170,2021-09-08 15:55:36+00:00,gladiolaangel,#DutertePalpak
171,2021-09-08 15:53:02+00:00,rollyngstones,"hahaha, matatapos nalang termino ni Digong d kayo matapos tapos sa hashtag na to! 😂😂😂😂 #DutertePalpak"
172,2021-09-08 15:38:56+00:00,deathmagnetic24,"#DutertePalpak 
People who hate Duterte:
1. drug addicts and drug pushers

2. NPAs and their sympathizers

3. stupid dilawokes who believe Cory is a saint and Pnoy is God's gift to the country

4. lowly creatures whose source of info are Crappler and   EBS

5. Leila's ex drivers"
173,2021-09-08 15:32:06+00:00,PhilipP77125423,#DutertePalpak ano ba yan ang hina. Ilang oras na tong nagtetrending hahahaha 2900 palang bwahahahahhaah.every week nalang naks
174,2021-09-08 15:30:56+00:00,deathmagnetic24,"#DutertePalpak 
Wow! Trending for the 100000th time.

A year from now, please change the HT to
    #SaraDutertePalpak

Congratulations!"
175,2021-09-08 15:28:45+00:00,wtheckmheck,#DutertePalpak
176,2021-09-08 15:20:24+00:00,pinoysiwowie,"sus, heto ngang 5 years na nakaupo kayo duterte walang direksyon ang pamumuno mo, yun pa kayang maging VP ka na wala kang gagawin. masipang lang magkusa si VP Leni ng mga gagawin kaya akala mo may mga obligasyon ka kapag naging VP ka. #MostCorrupt #DutertePalpak #Batugan"
177,2021-09-08 15:18:01+00:00,102_700_1004,#DutertePalpak
178,2021-09-08 15:17:57+00:00,dnll_leigh,"If you still support Duterte until now, it only means 2 things—you're a privileged mf who only cares about themselves or someone who is blind and more stupid than a newborn. 
#DutertePalpak"
179,2021-09-08 15:14:37+00:00,attyndbcpa,"Trending ang #DutertePalpak pero sa 2022 DUTERTE-DUTERTE pa din 🤣🤣🤣🤣 

Baka mag iiyak ang mga Dilawang BULOK at SALOT 🙉🙈🙊"
180,2021-09-08 15:08:52+00:00,BangusChatchuon,ayoko maki  #DutertePalpak baka masama ako sa oust duterte matrix buti kung mabuhat ko yung nabuhat ni Hidylin Diaz . EME bored lang !
181,2021-09-08 15:02:58+00:00,kierrrrrrrrrrrr,#DutertePalpak isang malaking period!!!
182,2021-09-08 15:01:41+00:00,jjoohhnnmark,#DutertePalpak
183,2021-09-08 14:57:42+00:00,fionanav,Kelan pa ba hindi?#DutertePalpak
184,2021-09-08 14:52:37+00:00,imYuuuurs,"SKL noh na may GC yung kakilala ko na merong mga brgy/pipol from QC tapos proud pa sila mag-share na nabigyan na raw sila ng 3K nila PDutz tapos 6K daw young isa pang area qiqil
#DuterteLegacy 
#DutertePalpak
#QCProtektodo"
185,2021-09-08 14:50:00+00:00,ricky_balita,"The rule of Duterte (her Uncle) administration is depressing and exhausted! - - Nuelle Duterte, niece of #DutertePalpak"
186,2021-09-08 14:49:46+00:00,rosieadri_,"Daming gustong tumakbo sa eleksyon next year, halos lahat naman sila hindi qualified 🤡. Sa criminal records pa lang at sa audit records, di na agad qualified. 

Also, WE DON'T NEED ANOTHER DUTERTE RUNNING THE COUNTRY; MORE SO, THEIR CRONIES.

#DutertePalpak"
187,2021-09-08 14:49:41+00:00,jewelskyyy,#DutertePalpak
188,2021-09-08 14:49:28+00:00,karlnowss,"Sana kung gaano kataas standard nitong mga grinder peeps sana ganon rin sa pag boto sa 2022 🥴

#DutertePalpak"
189,2021-09-08 14:31:34+00:00,alodiapabatao,hindi talaga mawawala 'tong hashtag na 'to hangga't hindi siya nagreresign :) #DutertePalpak
190,2021-09-08 14:16:31+00:00,andoy1987,"Napanood q VLOG ni Daniel Marsh along with DasoFam.. Sobrang bilib ako sa Croatia.
Ang normal na sa kanila.
No mask and Face Shield at all. Sana bukas.. Ganun na rin sa Pilipinas🙏😭
Kaso pota tong si
#DutertePalpak"
191,2021-09-08 14:11:38+00:00,johnalfredvc,#DutertePalpak
192,2021-09-08 14:06:44+00:00,ellaaybanez,#DutertePalpak TRENDING YAY KEEP TWEETING EVERY1 I LOVE TO SEE IT
193,2021-09-08 14:05:29+00:00,callmeoliverg,#DutertePalpak tapos tatakbong VP?
194,2021-09-08 13:53:38+00:00,DanaLucas637,It's just a shame and I am deeply sorry for I have voted for you Mr. President. You have no integrity and respect for the Filipinos. Magtutuos tayo next year.  #DutertePalpak
195,2021-09-08 13:49:49+00:00,justjamieeeeee,Can you please retweet. For @Facebook to notice me and help me with my account. @facebookapp @facebookai #FacebookLive  #BTSARMY #DutertePalpak #Facebook
196,2021-09-08 13:43:35+00:00,GamingCasti,Ilang araw na lang pls pa rehistro ka na cutie utang na loob 🙂 maawa't mahabag ka sa bansang ito #Halalan2022 #DutertePalpak
197,2021-09-08 13:43:35+00:00,billkinied,napakasad boi talaga tong hinayupak na to #DutertePalpak
198,2021-09-08 13:43:25+00:00,dejosejude,"Pansin ko lang sa mga Dilawan at Pawokes,paulit ulit hashtag nila✌️🙊😂
Wala na bang maisip?🙊
#DutertePalpak
#DuterteInutil
#DuterteWakasan"
199,2021-09-08 13:42:03+00:00,PhiloSophiaSoph,"Mabuti pa yung mga ordinaryong Pilipino may pakialam sa isyu ng korapsyon sa gobyerno, pero karamihan sa mga nakaupo sa puwesto, tahimik lang patungkol sa usaping ito. Mga duwag! Aminin nyong si #DutertePalpak magpakailanman, magpasawalang hanggan, Amen!"
200,2021-09-08 11:53:59+00:00,davidkennedy_23,"Parang awa niyo na, bumoto kayo ng kandidatong tunay na tutulong at magbabangon sa kapwa Pilipino hindi yung puro salita

#DutertePalpak"
201,2022-02-28 20:05:46+00:00,88ashy_,I have new found likeness for Philippine president Duterte . He is the yellow Trump  #dutertelegacy #Duterte #Philippines
202,2022-02-28 16:37:24+00:00,phpgtwit,"Alert Level 1: hopefully Covid-19 will leave us stronger as a Nation. Amidst all the criticisms, I am still convinced that if not for #PRRD’s strong leadership and political will, we could not have been any better. #WeNeedALeader #DuterteLegacy"
203,2022-02-28 05:13:39+00:00,y3tskie21,"At LTO-ATC, getting my DL renewal, eligible for #10years 🤗
#dutertelegacy"
204,2022-02-28 02:35:46+00:00,gushiikenn,"Puro videos ni PRRD nasa fb ko. Nakakaiyak lang na mapakabuti’t napakagaling niya talagang presidente. Kung mabibigyan lang talaga ng chance makapagpasalamat sakanya sa personal, baka mayakap ko pa siya. Maraming salamat aming mahal na Pangulo!👊🏼🇵🇭

#DuterteFinalYear
#SalamatPRRD"
205,2022-02-27 23:33:05+00:00,honey_galvez22,"Well kahit anong paninira ang sabihin nyo Bong-Bong Sara ""Uniteam"" ipapanalo nmin ito sa Mayo! ✌️👊🇵🇭 
#UniteamBBMSara2022 
#BBMSARA2022 
#MarcosParin
#dutertelegacy"
206,2022-02-26 07:33:34+00:00,busypresident,"di ko na abotan si PFEM pero im lucky enough to have a president like PRRD! Indeed, the BEST president in the Republic of the Philippines! 🇵🇭👊🏻

#DuterteLegacy #TatakPRRD"
207,2022-02-26 06:35:00+00:00,froooootloooops,He is the smartest president ever. We are blessed on this lifetime to have a president like him #SalamatPRRD
208,2022-02-26 06:33:40+00:00,froooootloooops,I am not ready. #SalamatPRRD
209,2022-02-26 06:32:51+00:00,froooootloooops,Ikaw lang wala ng iba pa. #SalamatPRRD
210,2022-02-26 05:22:22+00:00,hobihbu,"Thank you PRRD. It's just so sad na ngayon lang nila nrrealize ito, his regime is about to end. :((
#DuterteLegacy"
211,2022-02-26 04:08:04+00:00,sizzlingspirit,"As a spectator, and frequent Philippines-tourist, as well as husband of a filipina- knowing all ins and outs from her......

President Duterte is one of the best presidents #Philippines could have ever had. I wish someone like him for #India too. 

#DuterteLegacy #Duterte"
212,2022-02-26 03:12:28+00:00,MeChrissykins,So anu masasabi ngayon ng dilawans aka pinklawans after nila walang tigil na siraan at alipustahin si PRDD about China and Russia? Palibhasa pareho kyo ng nanay Len-len nyo mag-isip! If si Len-len ang presidente di malayo na kagaya tyo ng Ukraine ngayon.👊 #PRDD #DuterteLegacy
213,2022-02-26 02:49:28+00:00,themiiss_,"Ilang buwan na lang, bababa na si PRRD. I am a first time voter when he decided to run. I still remember my Lolo saying, ""Kapag tumakbo si Duterte, sya ang iboto nyo.""

Few months after PRRD won, iniwan na kami ni Lolo. He was right. Never kmi nagkamali ng pinili. #DuterteLegacy"
214,2022-02-26 02:07:37+00:00,hellokevindee,"The Philippines is no longer tied up with the so-called Western style of foreign policy. Duterte's independent foreign policy, an advantage for all Filipinos. #DuterteLegacy"
215,2022-02-26 01:55:25+00:00,jaypeeponti,"Independent Foreign Policy. 

#DuterteLegacy"
216,2022-02-25 16:29:29+00:00,iainSam87,#SalamatPRRD THANK YOU MAHAL NA PANGULO AT NILAYO MO KAMI SA KAPAHAMAKAN THANK YOU LORD FOR GIVING US PRRD
217,2022-02-25 13:12:50+00:00,Seulgi_baguette,"Suddenly, PRRD became a hero lmao #DuterteLegacy"
218,2022-02-25 12:08:34+00:00,AlimMYasin,Masha Allah... @RRD_Davao is impressed with Marcoleta.... &lt;3 #SalamatPRRD #Halalan2022 Bago daw sabi ni Tay sa mga Senators. tama na ang luma.
219,2022-02-25 11:54:37+00:00,MegaMicrobe,"My daughter called me up last night and said she’s scared of the war between Russia and Ukraine. Pano daw pag nagkampihan ang Russia at China tapus kalaban ang US eh di madadamay tayo. No way anak, kako, lahat yan kinaibigan ni Duterte. #DuterteLegacy"
220,2022-02-25 11:39:43+00:00,FAITHIEFAITH2,"Sana meron telecast or something where all the supporters who voted for Tatay Digs will also show up to show gratitude pagbaba niya sa pwesto.
#PinoyAko
#SalamatPRRD"
221,2022-02-25 11:06:16+00:00,jmbetonio,"Parang nanahimik bigla ata yung mga nag sasabe na tuta si duterte... 

#DuterteLegacy #DuterteMoves #NowYouKnow"
222,2022-02-25 09:55:52+00:00,Taurean_Jann,"Ukraine🇺🇦in good faith for this stupid membership and it costed literally all. But, it’s been left hanging by US &amp; NATO. Let Ukraine be the latest reminder that we cannot rely on US or anyone. Be smarter in our foreign policies. The #OldMan is right all along. #DuterteLegacy"
223,2022-02-25 06:59:48+00:00,rhinenoceros,"Friend to all, enemy to none. 😊👊 #DuterteLegacy #Duterte"
224,2022-02-25 03:12:49+00:00,richedags,We need a leader who thinks like PRRD. #DuterteLegacy
225,2022-02-25 02:00:34+00:00,QMotherGothel,"Now you understand the brilliance of President Duterte’s geopolitics. His choice of allies; his foreign policy.

When big countries declare war, motherhood statements &amp; idealism would NOT save you. Think about that when you vote this coming elections.

#DuterteLegacy #SalamatPRRD"
226,2022-02-24 15:39:10+00:00,vvnmrysxsxsx,"Sa nangyayari sa Russia-Ukraine ngayon talagang napatunayan ko na hindi ako nagkamali na si Digong ang binoto ko noong 2016. 🇵🇭

#SalamatPRRD"
227,2022-02-24 08:31:04+00:00,DobolZ1629,Pilipinas 26th place na base sa naval military strength sa buong mundo!.. #DuterteLegacy #Duterte #SalamatPRRD
228,2022-02-24 00:57:33+00:00,LakasNgTimog,"#DuterteLegacy is so evident that all a presdential candidate needs to do is just say “Itutuloy ko ang (insert Duterte Project)” and the people will give him their votes. At the very least, they will think about it. 

There can be no continuity without Change. Duterte sparked it."
229,2022-02-23 13:14:29+00:00,JiraNotJireh,"Kanina while I was on my way home nakaramdam ako ng lungkot, kasi in just a few months baba na sa pwesto master troll ng Pilippinas 😔 going to miss the funny, cryptic and  sarcastic speeches that made MSM baliw! #SalamatPRRD ❤️"
230,2022-02-22 11:22:49+00:00,minsootkim,"Less than 4 months in, what has Duterte left?

A crime rate that has dropped by 73.7% (2016-21). Cleared 47 guerilla fronts. Neutralized 4,974 rebel members. More than 20k rebels coming back to the folds of law, esp. under BDP.

Only in Duterte's time, folks! 

#DuterteLegacy"
231,2022-02-22 05:13:43+00:00,haynoright,"Only PRRD can go through a pandemic and still be very popular w/ high approval rating.

It might be the toughest challenge for any president in decades.

That tells you that Filipinos want his type of leadership, and not the other parlor.

#DuterteLegacy #ThankYouPRRD"
232,2022-02-19 03:37:48+00:00,jessica11149991,#SalamatPRRD  ALWAYS grateful for your service to us😭😭😭
233,2022-02-17 00:32:17+00:00,Daffodi26892853,I respect and love you tatay Digong our PRESIDENT OUR HEROES nag iisa ka #du30 #DuterteLegacy
234,2022-02-15 04:52:44+00:00,themiiss_,"Kapag dumadaan ako sa Araneta Ave., Ramdam na ramdam ko yung BBB Project ni PRRD. Kaliwa't kanan ang constructions. Grabe! 😍

#DuterteLegacy"
235,2022-02-13 05:45:37+00:00,tigre_agila,"We salute you, PRRD.
#dutertelegacy"
236,2022-02-13 04:23:47+00:00,Lhon6,#SalamatPRRD sa lahat ng mga nagawa mo para sa Pilipinas. 🙏
237,2022-02-13 02:02:58+00:00,imnotokaytoo,Magandang Umaga Pilipinas! Mahalin natin ang Pilipinas! #SalamatPRRD God Bless Philippines!
238,2022-02-13 01:52:24+00:00,forever_leiram,"Whe you step down Mr. President always remember how greatful and thankful we are for having you as our leader for the past 6 yrs. You have done an excellent job. Too many accomplishements to enumerate. You legacy will be remembered forever. Salamat Tatay Digong!

#dutertelegacy"
239,2022-02-12 17:42:57+00:00,PosadasDensel,#DuterteLegacy 🇵🇭 Ang bilis Ng Taon. I was 18 and voted first when you were elected. Super iconic nun.Marami kang Tagumpay at marami din Ang bumabatikos tulad Ng mga opposition na pinapangunahan ni @lenirobredo pero look at your performance far from her performance. Satisfied ako
240,2022-02-12 05:48:43+00:00,LakasNgTimog,"Of all the the many things you gave this country and the Filipino people, this one remains to be the most powerful ever:

You gave us HOPE and allowed us to DREAM again. 

Maraming salamat, Mahal na Pangulo. 

#DuterteLegacy #DuterteFinalYear"
241,2022-02-11 23:32:42+00:00,LakasNgTimog,"No matter how much we look up to him, thank him, respect him, and shower praises on him, I promise you this:

The moment Rodrigo Roa Duterte steps down from office, that’s the only time we will truly understand the magnitude of what he has done for the nation. 

#DuterteLegacy"
242,2022-02-10 04:18:17+00:00,DuterteMarcos_,Sana man lang may mag organize ng caravan for Tatay Digong. Pasasalamat na din sa lahat ng ginawa nya para sa bansa❤️ Sa mga may kakayahan po jan na mag organize para kay Tatay Digs. Please po! #SalamatPRRD
243,2022-02-09 14:14:05+00:00,WinnerPH1,Do you really think Tatay digs would let her daughter run with #bbm if he doesn't trust him? A father would never. Tatay digs supports BBM silently. People are not ready for the surprise. #dutertelegacy
244,2022-02-09 00:04:33+00:00,motherfree2022,"Mamimiss ka namin tatay D , Thank you for your love , sacrifices , and loyalty to the country , Now I will salute you because job will done! Mabuhay ka pangulong Duterte, Mabuhay Ang bagong pilipinas 🇵🇭👏

#PRRD #Duterte 
#SalamatPRRD"
245,2022-02-08 22:43:07+00:00,Asdfghj95143107,"Maraming salamat sa anim na taon tatay Digong! One of the best president! Your legacy will last forever! 
#SalamatPRRD 
#UniteamBBMSara2022"
246,2022-02-08 22:13:55+00:00,DaveMagallanes1,"the audacity para siraan si PRRD, trust rating reveal? HAHAHAHA
#SalamatPRRD"
247,2022-02-08 04:29:38+00:00,KuroiNaito05,"PRRD, we will never forget your efforts to our country. especially your Build, build , build program. You made the politics here in PH can be turn into something interesting and great. Mabuhay po kayo. 👊
#UniteamPHarena2022
#OrasNaMarcosNa 
#SalamatPRRD"
248,2021-11-25 05:22:16+00:00,Bongtothemax,"Proud DDS ako kaya ang iboboto kong President at Vice President ay sina BBM at Sara Duterte...
But I still support Tatay Digong and never ko siyang iiwan at pababayaan para ipagtanggol sa mga bumabatikos sa kanya...

#BBMSARA2022✌️🇵🇭👊
#ParaSaBayan👊🇵🇭
#DuterteLegacy👊👊👊"
249,2021-11-23 08:43:31+00:00,bssMagic24,"For sure 
Don’t forget what PRRD done ( get rid all the rubbish in the 🇵🇭)
And This BUILD BUILD BUILD project attract investors  to the country
Means more job coming 
Shout out loud BRING US THE BEACON 🦾
#SalamatPRRD 🙏🙏🙏
#DuterteLegacy 👊👊👊
My best 🇵🇭President ever💚💚💚"
250,2021-11-22 01:12:58+00:00,themiiss_,"Kaht anong gawin nyo, hinding hindi nyo na maiaalis sa puso at isip ng mga tao kung sino ang mas karapatdapat na mamuno sa bansang Pilipinas. Matagal nyo kaming pinagdamutan ng pantay at tamang governance. Ngayon pa lang kami bumabawi!

#SalamatPRRD
#BBMSARA2022"
251,2021-11-21 18:37:54+00:00,elusivegirl71,"You can't call a politician a saint nor a saint a politician.. or let's put it this way --- A politician can never be a saint nor a saint can never be a politician..

#DutertePaRin #dutertelegacy
@arlene_bautz @Alakdan1102Eric @ButchiiValdez @ziaii @JuliliePe"
252,2021-11-19 14:31:28+00:00,solid4DU30,"hindi naman ako malungkot kung sakali matalo ang iniendorso na president ni PRRD para sa #Halalan2022 , ang masakit para sa akin ay yung mga kabastusan ng ilang Filipino na parang bigla nawala ang lahat ng sakripisyo ni PRRD para sa bansa #DuterteLegacy"
253,2021-11-19 11:18:48+00:00,Johaines8,"Let's prove to PRRD that we learned from history. Just because of EDSA People's Power, you have forgotten what FEM did for our country. Let's not forget PRRD's impressive contribution to our country. 
#SalamatPRRD"
254,2021-11-19 09:06:13+00:00,bssMagic24,"Naniniwala ako sa nakikita ko BUILD BUILD BUILD #DuterteLegacy 💚👊👊👊
Hinde ako naniniwala sa naririnig ko Lang ✌️"
255,2021-11-19 08:08:08+00:00,bssMagic24,"PRRD is the best 🇵🇭President that we have #DuterteLegacy
Until now never never change that #SalamatPRRD 
I believe him,no if’s,no but👊👊👊
he knows what he’s doing PEACE BE WITH YOU ALL🙏"
256,2021-11-17 13:52:12+00:00,bema_pama,"SOLID DSS at TROLLS ako pero may SARILI akong PANINIDIGAN na hindi pwedeng DIKTAHAN sa PANAHON ng HALALAN.

#BBMSARA2022 
#GadonSaSenado 
#DuterteLegacy 
#LabanMaSa2022"
257,2021-11-16 19:38:02+00:00,LWong85,How’s the haters of Duterte admin??? #DuterteLegacy #Duterte
258,2021-11-15 16:25:34+00:00,javamannnn,"Let us continue the change we hoped for back in 2016.

BBM-Inday-Digong

The line-up made in heaven.

#BBMSARA2022
#BBMSigawNgBayan 
#BBMIsMyPresident2022 
#SaraALL2022 
#DuterteLegacy"
259,2021-11-15 15:41:49+00:00,anjieroangelo,"Bongbong, Sara and Rodrigo Duterte are the only names resounding to the people right now regardless they are pro or against these three giants.

Other names trailing behind theirs are fading into irrelevance, if not oblivion.

#BBMFORPRESIDENT2022
#SaraALL2022 
#DuterteLegacy"
260,2021-11-15 15:01:04+00:00,rocktheboat008,"PSG hospital ang sosyal dignidad para sa tagapagtanggol ng bayan 
#DuterteLegacy now watching @PTVph  👊🇵🇭 luoet mo talaga tatay Digong"
261,2021-11-15 13:34:30+00:00,QMotherGothel,"One Duterte president or two Dutertes as VP and Senate President?

I thought I wanted the first but the universe conspired and made me realize that everything aligns for the good.

A Duterte in the Executive and another in the Legislative. What a time to be alive! #DuterteLegacy"
262,2021-11-15 13:19:53+00:00,QMotherGothel,"President Duterte’s vision for a Federal Govt was put on hold because of the many problems he inherited from the previous admin plus the pandemic, and with him in the Senate next year, we’re assured that Federalism will no longer just stay a vision but a reality! #DuterteLegacy"
263,2021-11-15 13:15:39+00:00,QMotherGothel,Pwede ko ba iboto 12x si President Duterte as Senator? Hihi best news of the day! #DuterteLegacy continues!
264,2021-11-15 00:36:00+00:00,DonM1976,so its the last day for substitution for the 2022 presidential elections. lets see what drama unveils today #Eleksyon2022 #dutertelegacy
265,2021-11-15 00:26:33+00:00,juanPedrew,"Pres. Rodrigo Duterte, a master planner and a political tactician!

Whoever he endorses in 2022, they will be my president and vice president.

Everything happens for a reason.

#dutertelegacy"
266,2021-11-14 18:44:52+00:00,AliResada,"Tatay Digs, mahal ka po namin. Malaki po ang pasasalamat ng taumbayan sau dahil sa dami mong pinatunayan at binago sa Pilipinas sa ilalim ng iyong pamumuno. Hnd po namin mkakalimutan lahat ng ginawa niyo para sa amin at sa ikauunlad ng ating bansa.
#salamatPRRD"
267,2021-11-14 03:04:26+00:00,edenvill,One of the objective is no pinklawan or commies will win this coming election period #dutertelegacy
268,2021-11-13 18:00:54+00:00,amiel_roldan,Tama nga. Now PDP-Laban loses their bets for 2022. Stakes are for the senators and lower. Let's always focus. #strongerph #salamatPRRD #letusallvoteinMay2022ph
269,2021-11-11 05:33:48+00:00,3BforBetterPh,"Nakaka proud maging Pilipino nung si Duterte na ang President!

#SalamatPRRD"
270,2021-11-10 02:28:37+00:00,PrionneHart,"If i am given a chance to make a caravan for someone, 
maybe this will for my beloved President; :A PASASALAMAT CARAVAN""  
for making the Nation great again! 
for believing and leading us to HOPE!
#SalamatPRRD"
271,2021-11-09 14:25:18+00:00,themiiss_,"Dahil kay PRRD, maraming Pilipino ang nagising at namulat sa katotohanan kung sino ang tunay na sumira at bumaboy sa buhay ng mga Pilipino.
#SalamatPRRD 
#BBMSARA2022 
❤️✌🏻🇵🇭👊🏻💚"
272,2021-10-08 10:52:21+00:00,mongster,"Philippines on a roll this year in the international arena

Hidilyn Diaz wins Olympic Gold

Maria Ressa wins Nobel prize

Rodrigo Duterte to be investigated by ICC

Only in the time of Duterte

#DuterteLegacy"
273,2021-10-08 10:37:30+00:00,ryantan77,"Congratulations, @mariaressa for winning the Nobel Peace Prize for Journalism! Your courageous and impartial reports of our government activities make you an excellent Journalist! #Rappler  #DuterteLegacy  #Philippines #NobelPeacePrize"
274,2021-10-08 09:54:09+00:00,carlramirez,Congratulations President Duterte on securing the Philippines’ first Nobel Prize! #DuterteLegacy
275,2021-10-08 06:25:06+00:00,Greenhorn27,"""wag nyong isisi sa anak ang nangyari noon, move-on na kayo, karamihan naman sa inyo di pa pinapanganak noon"" 
#BBM #MarcosPaRin #SalamatPRRD #pagbabago #Marcos2022"
276,2021-10-07 23:58:36+00:00,Dmicro15k,"Bongbong Marcos is my PRESIDENT! Sama sama tayong babangon muli! ✌️✌️

#BBMIkawAngPresidenteKo 
#SalamatPRRD"
277,2021-10-07 00:40:20+00:00,Yurikooo28,"Isang Hari ang namumuno ng buong tapang.Kaniyang inihahanda ang daan ng bagong uupo sa luklokan ng kapangyarihan. Putong niya'y isusuot ng isang Tigre, na siyang magwawakas ng mga katampalasan sa Maharlikang kaharian.
#BBMFORPRESIDENT2022 
#BBMlsMyPresident2022 
#DuterteLegacy"
278,2021-10-06 23:22:15+00:00,NNPZ_XVJGUIZL,91-97% confident people will be behind President Duterte all the way pag nilosob niya and Senado para  gawing first aid kit and pakulong si @DickGordonDG hypokritong baboy. Mag EDSA na kayo mga dilawang tae🤣🤣🤣 #SolidDDS #DutertePaRin #SalamatPRRD
279,2021-10-06 07:09:26+00:00,ejhoymadii11030,"#BBMFORPRESIDENT2022 
#BBM2022 
#BBM  ang may malasakit sa mamamayang pilipino 
#DU30xBBM 
#DuterteLegacy ❤❤❤❤❤"
280,2021-10-06 01:03:31+00:00,bnj_rmz,"It's mostly good news today. Covid case is down, recoveries up, no deaths, inflation down.

Thank God at #SalamatPRRD 🙏"
281,2021-10-05 15:29:17+00:00,HitsukaToyo69,"#BBMIsMyPresident2022
#BBM2022
#DU30xBBM
#DuterteLegacy
#LeniLngSakanal
#Iskomonista
#NoToLPigs"
282,2021-10-05 14:35:52+00:00,junjuuun14,"Duterte announced his retirement from politics. It's been a long journey, Tatay Digs! Thank you for everything that you've done for our country. Your amazing and strong leadership will always be remembered.
#DuterteLegacy"
